,dist,date,party,name,votes,stab,stcd,justice,tea,trump,LW_new,RW_either,RW_both,Extreme_ new,casesSum,deathsSum,casesMax,deathsMax,totVotes,voteSh,extreme,partyClean,caseSh,clust,log_cases,log_death
1594,H_13,2020-03-03,DEM,Gus Trujillo,6995,TX,4813,0,0,0,0,0,0,0,0,0,0,0,16572,0.4220975139,0,DEM,0,TX2020-03-03,0,0
1585,H_1,2020-03-03,DEM,Hank Gilbert,0,TX,4801,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DEM,NA,TX2020-03-03,0,0
1651,H_30,2020-03-03,DEM,Hasani Burton,2559,TX,4830,0,0,0,0,0,0,0,0,0,0,0,80667,0.03172300941,0,DEM,0,TX2020-03-03,0,0
1638,H_25,2020-03-03,DEM,Heidi Sloan,24340,TX,4825,0,0,0,0,0,0,0,0,0,0,0,80061,0.3040181861,0,DEM,0,TX2020-03-03,0,0
1644,H_28,2020-03-03,DEM,Henry Cuellar,38767,TX,4828,0,0,0,0,0,0,0,11,0,11,0,74788,0.5183585602,0,DEM,0.0001470824196,TX2020-03-03,2.48490665,0
1757,H_22,2020-03-03,GOP,Howard Steele,283,TX,4822,0,0,0,0,0,0,0,0,0,0,0,72996,0.003876924763,0,GOP,0,TX2020-03-03,0,0
1713,H_16,2020-03-03,GOP,Irene Armendariz-Jackson,4137,TX,4816,0,0,0,0,0,0,0,0,0,0,0,16246,0.2546472978,0,GOP,0,TX2020-03-03,0,0
1682,H_11,2020-03-03,GOP,J.D. Faircloth,4269,TX,4811,0,0,0,0,0,0,0,0,0,0,0,108354,0.0393986378,0,GOP,0,TX2020-03-03,0,0
1778,H_26,2020-03-03,GOP,Jack Wyman,7775,TX,4826,0,0,0,0,0,0,0,0,0,0,0,69267,0.1122468131,0,GOP,0,TX2020-03-03,0,0
1711,H_16,2020-03-03,GOP,Jaime Arriola,2105,TX,4816,0,0,0,0,0,0,0,0,0,0,0,16246,0.1295703558,0,GOP,0,TX2020-03-03,0,0
1627,H_23,2020-03-03,DEM,Jaime Escuder,2843,TX,4823,0,0,0,0,0,0,0,11,0,11,0,65553,0.04336948729,0,DEM,0.0001678031516,TX2020-03-03,2.48490665,0
1782,H_29,2020-03-03,GOP,Jaimy Blanco,4320,TX,4829,0,0,0,0,0,0,0,0,0,0,0,7592,0.5690200211,0,GOP,0,TX2020-03-03,0,0
1681,H_11,2020-03-03,GOP,Jamie Berryhill,7548,TX,4811,0,0,0,0,0,0,0,0,0,0,0,108354,0.06966055706,0,GOP,0,TX2020-03-03,0,0
1693,H_13,2020-03-03,GOP,Jamie Culley,777,TX,4813,0,0,0,0,0,0,0,0,0,0,0,100546,0.007727806178,0,GOP,0,TX2020-03-03,0,0
1633,H_24,2020-03-03,DEM,Jan McDowell,5848,TX,4824,0,0,0,0,0,0,0,0,0,0,0,58383,0.1001661443,0,DEM,0,TX2020-03-03,0,0
1695,H_13,2020-03-03,GOP,Jason Foglesong,581,TX,4813,0,0,0,0,0,0,0,0,0,0,0,100546,0.005778449665,0,GOP,0,TX2020-03-03,0,0
1777,H_26,2020-03-03,GOP,Jason Mrochek,4825,TX,4826,0,0,0,0,0,0,0,0,0,0,0,69267,0.0696579901,0,GOP,0,TX2020-03-03,0,0
1764,H_23,2020-03-03,GOP,Jeff McFarlin,4242,TX,4823,0,0,0,0,0,0,0,11,0,11,0,41062,0.103307194,0,GOP,0.0002678875846,TX2020-03-03,2.48490665,0
1728,H_17,2020-03-03,GOP,Jeff Oppenheim,480,TX,4817,0,0,0,0,0,0,0,0,0,0,0,68546,0.007002596796,0,GOP,0,TX2020-03-03,0,0
1793,H_32,2020-03-03,GOP,Jeff Tokar,1846,TX,4832,0,0,0,0,0,0,0,0,0,0,0,41995,0.043957614,0,GOP,0,TX2020-03-03,0,0
1619,H_21,2020-03-03,DEM,Jennie Lou Leeder,13417,TX,4821,0,0,0,0,0,0,0,11,0,11,0,97545,0.1375467733,0,DEM,0.0001127684658,TX2020-03-03,2.48490665,0
1799,H_35,2020-03-03,GOP,Jenny Sharon,6730,TX,4835,0,0,0,0,0,0,0,11,0,11,0,18144,0.3709215168,0,GOP,0.0006062610229,TX2020-03-03,2.48490665,0
1770,H_24,2020-03-03,GOP,Jeron Liverman,1791,TX,4824,0,0,0,0,0,0,0,0,0,0,0,49207,0.03639726055,0,GOP,0,TX2020-03-03,0,0
1606,H_18,2020-03-03,DEM,Jerry Ford,2404,TX,4818,0,0,0,0,0,0,0,0,0,0,0,64145,0.03747758984,0,DEM,0,TX2020-03-03,0,0
1807,H_7,2020-03-03,GOP,Jim Noteware,936,TX,4807,0,0,0,0,0,0,0,0,0,0,0,45798,0.02043757369,0,GOP,0,TX2020-03-03,0,0
1616,H_20,2020-03-03,DEM,Joaquin Castro,61728,TX,4820,0,0,0,0,0,0,0,11,0,11,0,67185,0.9187765126,0,DEM,0.0001637270224,TX2020-03-03,2.48490665,0
1758,H_22,2020-03-03,GOP,Joe Walz,1034,TX,4822,0,0,0,0,0,0,0,0,0,0,0,72996,0.01416515973,0,GOP,0,TX2020-03-03,0,0
1630,H_24,2020-03-03,DEM,John Biggan,1970,TX,4824,0,0,0,0,0,0,0,0,0,0,0,58383,0.03374269907,0,DEM,0,TX2020-03-03,0,0
1801,H_4,2020-03-03,GOP,John Ratcliffe,0,TX,4804,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GOP,NA,TX2020-03-03,0,0
1677,H_1,2020-03-03,GOP,Johnathan Davidson,9645,TX,4801,0,0,0,0,0,0,0,0,0,0,0,93429,0.1032334714,0,GOP,0,TX2020-03-03,0,0
1816,H_9,2020-03-03,GOP,Johnny Teague,6128,TX,4809,0,0,0,0,0,0,0,0,0,0,0,10449,0.5864676046,0,GOP,0,TX2020-03-03,0,0
1745,H_22,2020-03-03,GOP,Jon Camarillo,718,TX,4822,0,0,0,0,0,0,0,0,0,0,0,72996,0.009836155406,0,GOP,0,TX2020-03-03,0,0
1589,H_11,2020-03-03,DEM,Jon Hogg,0,TX,4811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DEM,NA,TX2020-03-03,0,0
1790,H_32,2020-03-03,GOP,Jon Hollis,1871,TX,4832,0,0,0,0,0,0,0,0,0,0,0,41995,0.04455292297,0,GOP,0,TX2020-03-03,0,0
1815,H_9,2020-03-03,GOP,Jon Menefee,2515,TX,4809,0,0,0,0,0,0,0,0,0,0,0,10449,0.2406928893,0,GOP,0,TX2020-03-03,0,0
1704,H_13,2020-03-03,GOP,Josh Winegarner,39062,TX,4813,0,0,0,0,0,0,0,0,0,0,0,100546,0.3884987966,0,GOP,0,TX2020-03-03,0,0
1710,H_14,2020-03-03,GOP,Joshua Foxworth,8791,TX,4814,0,0,0,0,0,0,0,0,0,0,0,60268,0.1458651357,0,GOP,0,TX2020-03-03,0,0
1814,H_9,2020-03-03,GOP,Julian Martinez,1806,TX,4809,0,0,0,0,0,0,0,0,0,0,0,10449,0.1728395062,0,GOP,0,TX2020-03-03,0,0
1637,H_25,2020-03-03,DEM,Julie Oliver,55721,TX,4825,0,0,0,0,0,0,0,0,0,0,0,80061,0.6959818139,0,DEM,0,TX2020-03-03,0,0
1618,H_20,2020-03-03,DEM,Justin Lecea,3143,TX,4820,0,0,0,0,0,0,0,11,0,11,0,67185,0.04678127558,0,DEM,0.0001637270224,TX2020-03-03,2.48490665,0
1752,H_22,2020-03-03,GOP,Kathaleen Wall,14158,TX,4822,0,0,0,0,0,0,0,0,0,0,0,72996,0.1939558332,0,GOP,0,TX2020-03-03,0,0
1774,H_25,2020-03-03,GOP,Keith Neuendorff,8915,TX,4825,0,0,0,0,0,0,0,0,0,0,0,71789,0.1241833707,0,GOP,0,TX2020-03-03,0,0
1634,H_24,2020-03-03,DEM,Kim Olson,23870,TX,4824,0,0,0,0,0,0,0,0,0,0,0,58383,0.4088518918,0,DEM,0,TX2020-03-03,0,0
1813,H_8,2020-03-03,GOP,Kirk Osborn,15217,TX,4808,0,0,0,0,0,0,0,0,0,0,0,92906,0.1637892063,0,GOP,0,TX2020-03-03,0,0
1722,H_17,2020-03-03,GOP,Kristen Rowin,1180,TX,4817,0,0,0,0,0,0,0,0,0,0,0,68546,0.01721471712,0,GOP,0,TX2020-03-03,0,0
1808,H_7,2020-03-03,GOP,Kyle Preston,1359,TX,4807,0,0,0,0,0,0,0,0,0,0,0,45798,0.02967378488,0,GOP,0,TX2020-03-03,0,0
1809,H_7,2020-03-03,GOP,Laique Rehman,424,TX,4807,0,0,0,0,0,0,0,0,0,0,0,45798,0.009258046203,0,GOP,0,TX2020-03-03,0,0
1673,H_8,2020-03-03,DEM,Laura Jones,12463,TX,4808,0,0,0,0,0,0,0,0,0,0,0,31066,0.4011781369,0,DEM,0,TX2020-03-03,0,0
1725,H_17,2020-03-03,GOP,Laurie McReynolds,1104,TX,4817,0,0,0,0,0,0,0,0,0,0,0,68546,0.01610597263,0,GOP,0,TX2020-03-03,0,0
1696,H_13,2020-03-03,GOP,Lee Harvey,2944,TX,4813,0,0,0,0,0,0,0,0,0,0,0,100546,0.02928013049,0,GOP,0,TX2020-03-03,0,0
1591,H_12,2020-03-03,DEM,Lisa Welch,35923,TX,4812,0,0,0,0,0,0,0,0,0,0,0,44351,0.8099704629,0,DEM,0,TX2020-03-03,0,0
1671,H_7,2020-03-03,DEM,Lizzie Fletcher,0,TX,4807,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DEM,NA,TX2020-03-03,0,0
1665,H_35,2020-03-03,DEM,Lloyd Doggett,51106,TX,4835,0,0,0,0,0,0,0,11,0,11,0,69897,0.7311615663,0,DEM,0.0001573744224,TX2020-03-03,2.48490665,0
1649,H_3,2020-03-03,DEM,Lulu Seikaly,28101,TX,4803,0,0,0,0,0,0,0,0,0,0,0,63154,0.4449599392,0,DEM,0,TX2020-03-03,0,0
1609,H_18,2020-03-03,DEM,Marc Flores,5338,TX,4818,0,0,0,0,0,0,0,0,0,0,0,64145,0.08321770988,0,DEM,0,TX2020-03-03,0,0
1660,H_33,2020-03-03,DEM,Marc Veasey,23420,TX,4833,0,0,0,0,0,0,0,0,0,0,0,36921,0.6343273476,0,DEM,0,TX2020-03-03,0,0
1805,H_7,2020-03-03,GOP,Maria Espinoza,2710,TX,4807,0,0,0,0,0,0,0,0,0,0,0,45798,0.05917288965,0,GOP,0,TX2020-03-03,0,0
1701,H_13,2020-03-03,GOP,Mark Neese,2985,TX,4813,0,0,0,0,0,0,0,0,0,0,0,100546,0.02968790404,0,GOP,0,TX2020-03-03,0,0
1792,H_32,2020-03-03,GOP,Mark Sackett,1829,TX,4832,0,0,0,0,0,0,0,0,0,0,0,41995,0.04355280391,0,GOP,0,TX2020-03-03,0,0
1639,H_26,2020-03-03,DEM,Mat Pruneda,15612,TX,4826,0,0,0,0,0,0,0,0,0,0,0,55768,0.2799454885,0,DEM,0,TX2020-03-03,0,0
1749,H_22,2020-03-03,GOP,Matt Hinton,274,TX,4822,0,0,0,0,0,0,0,0,0,0,0,72996,0.003753630336,0,GOP,0,TX2020-03-03,0,0
1700,H_13,2020-03-03,GOP,Matt McArthur,1786,TX,4813,0,0,0,0,0,0,0,0,0,0,0,100546,0.01776301394,0,GOP,0,TX2020-03-03,0,0
1738,H_20,2020-03-03,GOP,Mauro Garza,7711,TX,4820,0,0,0,0,0,0,0,11,0,11,0,23157,0.3329878654,0,GOP,0.000475018353,TX2020-03-03,2.48490665,0
1812,H_8,2020-03-03,GOP,Melissa Esparza-Mathis,2873,TX,4808,0,0,0,0,0,0,0,0,0,0,0,92906,0.03092372936,0,GOP,0,TX2020-03-03,0,0
1675,H_9,2020-03-03,DEM,Melissa Wilson,9489,TX,4809,0,0,0,0,0,0,0,0,0,0,0,57715,0.1644113315,0,DEM,0,TX2020-03-03,0,0
1607,H_18,2020-03-03,DEM,Michael Allen,1662,TX,4818,0,0,0,0,0,0,0,0,0,0,0,64145,0.02591004755,0,DEM,0,TX2020-03-03,0,0
1776,H_26,2020-03-03,GOP,Michael Armstrong,5716,TX,4826,0,0,0,0,0,0,0,0,0,0,0,69267,0.08252125832,0,GOP,0,TX2020-03-03,0,0
1780,H_27,2020-03-03,GOP,Michael Cloud,0,TX,4827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GOP,NA,TX2020-03-03,0,0
1655,H_31,2020-03-03,DEM,Michael Grimes,7517,TX,4831,0,0,0,0,0,0,0,0,0,0,0,69259,0.1085346309,0,DEM,0,TX2020-03-03,0,0
1599,H_14,2020-03-03,DEM,Mikal Williams,4019,TX,4814,0,0,0,0,0,0,0,0,0,0,0,41938,0.09583194239,0,DEM,0,TX2020-03-03,0,0
1588,H_10,2020-03-03,DEM,Mike Siegel,35450,TX,4810,0,0,0,0,0,0,0,0,0,0,0,80639,0.4396135865,0,DEM,0,TX2020-03-03,0,0
1788,H_31,2020-03-03,GOP,Mike Williams,5547,TX,4831,0,0,0,0,0,0,0,0,0,0,0,64306,0.08625944702,0,GOP,0,TX2020-03-03,0,0
1706,H_15,2020-03-03,GOP,Monica De La Cruz-Hernandez,11332,TX,4815,0,0,0,0,0,0,0,0,0,0,0,26325,0.4304653371,0,GOP,0,TX2020-03-03,0,0
1705,H_13,2020-03-03,GOP,Monique Worthy,748,TX,4813,0,0,0,0,0,0,0,0,0,0,0,100546,0.00743938098,0,GOP,0,TX2020-03-03,0,0
1734,H_18,2020-03-03,GOP,Nathan Milliron,1070,TX,4818,0,0,0,0,0,0,0,0,0,0,0,9732,0.109946568,0,GOP,0,TX2020-03-03,0,0
1685,H_11,2020-03-03,GOP,Ned Luscombe,2080,TX,4811,0,0,0,0,0,0,0,0,0,0,0,108354,0.01919633793,0,GOP,0,TX2020-03-03,0,0
1640,H_26,2020-03-03,DEM,Neil Durrance,9285,TX,4826,0,0,0,0,0,0,0,0,0,0,0,55768,0.1664933295,0,DEM,0,TX2020-03-03,0,0
1798,H_35,2020-03-03,GOP,Nick Moutos,5188,TX,4835,0,0,0,0,0,0,0,11,0,11,0,18144,0.2859347443,0,GOP,0.0006062610229,TX2020-03-03,2.48490665,0
1622,H_22,2020-03-03,DEM,Nyanza Moore,9435,TX,4822,0,0,0,0,0,0,0,0,0,0,0,65179,0.1447552126,0,DEM,0,TX2020-03-03,0,0
1663,H_34,2020-03-03,DEM,Osbert Haro,3402,TX,4834,0,0,0,0,0,0,0,0,0,0,0,52353,0.06498194946,0,DEM,0,TX2020-03-03,0,0
1712,H_16,2020-03-03,GOP,Patrick Hernandez-Cigarruista,1098,TX,4816,0,0,0,0,0,0,0,0,0,0,0,16246,0.06758586729,0,GOP,0,TX2020-03-03,0,0
1727,H_17,2020-03-03,GOP,Pete Sessions,21667,TX,4817,0,0,0,0,0,0,0,0,0,0,0,68546,0.3160943016,0,GOP,0,TX2020-03-03,0,0
1744,H_22,2020-03-03,GOP,Pierce Bush,11258,TX,4822,0,0,0,0,0,0,0,0,0,0,0,72996,0.1542276289,0,GOP,0,TX2020-03-03,0,0
1586,H_10,2020-03-03,DEM,Pritesh Gandhi,26683,TX,4810,0,0,0,0,0,0,0,0,0,0,0,80639,0.3308944803,0,DEM,0,TX2020-03-03,0,0
1666,H_35,2020-03-03,DEM,Rafael Alcoser,18791,TX,4835,0,0,0,0,0,0,0,11,0,11,0,69897,0.2688384337,0,DEM,0.0001573744224,TX2020-03-03,2.48490665,0
1667,H_36,2020-03-03,DEM,Rashad Lewis,0,TX,4836,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DEM,NA,TX2020-03-03,0,0
1765,H_23,2020-03-03,GOP,Raul Reyes,9583,TX,4823,0,0,0,0,0,0,0,11,0,11,0,41062,0.233378793,0,GOP,0.0002678875846,TX2020-03-03,2.48490665,0
1723,H_17,2020-03-03,GOP,Renee Swann,13047,TX,4817,0,0,0,0,0,0,0,0,0,0,0,68546,0.1903393342,0,GOP,0,TX2020-03-03,0,0
1795,H_34,2020-03-03,GOP,Rey Gonzalez,10641,TX,4834,0,0,0,0,0,0,0,0,0,0,0,18898,0.5630754577,0,GOP,0,TX2020-03-03,0,0
1642,H_27,2020-03-03,DEM,Ricardo De La Fuente,20714,TX,4827,0,0,0,0,0,0,0,0,0,0,0,33692,0.6148047014,0,DEM,0,TX2020-03-03,0,0
1629,H_23,2020-03-03,DEM,Ricardo Madrid,4637,TX,4823,0,0,0,0,0,0,0,11,0,11,0,65553,0.07073665584,0,DEM,0.0001678031516,TX2020-03-03,2.48490665,0
1631,H_24,2020-03-03,DEM,Richard Fleming,2964,TX,4824,0,0,0,0,0,0,0,0,0,0,0,58383,0.05076820307,0,DEM,0,TX2020-03-03,0,0
1697,H_13,2020-03-03,GOP,Richard Herman,913,TX,4813,0,0,0,0,0,0,0,0,0,0,0,100546,0.009080420902,0,GOP,0,TX2020-03-03,0,0
1602,H_17,2020-03-03,DEM,Rick Kennedy,22028,TX,4817,0,0,0,0,0,0,0,0,0,0,0,45983,0.4790466042,0,DEM,0,TX2020-03-03,0,0
1617,H_20,2020-03-03,DEM,Rob Hostetler,2314,TX,4820,0,0,0,0,0,0,0,11,0,11,0,67185,0.0344422118,0,DEM,0.0001637270224,TX2020-03-03,2.48490665,0
1730,H_18,2020-03-03,GOP,Robert Cadena,1996,TX,4818,0,0,0,0,0,0,0,0,0,0,0,9732,0.2050965886,0,GOP,0,TX2020-03-03,0,0
1781,H_29,2020-03-03,GOP,Robert Schafranek,3272,TX,4829,0,0,0,0,0,0,0,0,0,0,0,7592,0.4309799789,0,GOP,0,TX2020-03-03,0,0
1595,H_14,2020-03-03,DEM,Robert Thomas,2622,TX,4814,0,0,0,0,0,0,0,0,0,0,0,41938,0.06252086413,0,DEM,0,TX2020-03-03,0,0
1687,H_11,2020-03-03,GOP,Robert Tucker,3151,TX,4811,0,0,0,0,0,0,0,0,0,0,0,108354,0.02908060616,0,GOP,0,TX2020-03-03,0,0
1796,H_34,2020-03-03,GOP,Rod Lingsch,8257,TX,4834,0,0,0,0,0,0,0,0,0,0,0,18898,0.4369245423,0,GOP,0,TX2020-03-03,0,0
1804,H_6,2020-03-03,GOP,Ron Wright,0,TX,4806,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GOP,NA,TX2020-03-03,0,0
1626,H_23,2020-03-03,DEM,Rosalinda Abuabara,7099,TX,4823,0,0,0,0,0,0,0,11,0,11,0,65553,0.1082940521,0,DEM,0.0001678031516,TX2020-03-03,2.48490665,0
1684,H_11,2020-03-03,GOP,Ross Lacy,4793,TX,4811,0,0,0,0,0,0,0,0,0,0,0,108354,0.04423463832,0,GOP,0,TX2020-03-03,0,0
1668,H_4,2020-03-03,DEM,Russell Foster,0,TX,4804,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DEM,NA,TX2020-03-03,0,0
1708,H_15,2020-03-03,GOP,Ryan Krause,10443,TX,4815,0,0,0,0,0,0,0,0,0,0,0,26325,0.3966951567,0,GOP,0,TX2020-03-03,0,0
1636,H_24,2020-03-03,DEM,Sam Vega,2629,TX,4824,0,0,0,0,0,0,0,0,0,0,0,58383,0.0450302314,0,DEM,0,TX2020-03-03,0,0
1715,H_16,2020-03-03,GOP,Sam Williams,5070,TX,4816,0,0,0,0,0,0,0,0,0,0,0,16246,0.3120768189,0,GOP,0,TX2020-03-03,0,0
1779,H_28,2020-03-03,GOP,Sandra Whitten,0,TX,4828,0,0,0,0,0,0,0,11,0,11,0,0,1,0,GOP,Inf,TX2020-03-03,2.48490665,0
1596,H_14,2020-03-03,DEM,Sanjanetta Barnes,4442,TX,4814,0,0,0,0,0,0,0,0,0,0,0,41938,0.1059182603,0,DEM,0,TX2020-03-03,0,0
1718,H_17,2020-03-03,GOP,Scott Bland,4940,TX,4817,0,0,0,0,0,0,0,0,0,0,0,68546,0.07206839203,0,GOP,0,TX2020-03-03,0,0
1648,H_3,2020-03-03,DEM,Sean McCaffity,27639,TX,4803,0,0,0,0,0,0,0,0,0,0,0,63154,0.4376444881,0,DEM,0,TX2020-03-03,0,0
1661,H_33,2020-03-03,DEM,Sean Paul Segura,13501,TX,4833,0,0,0,0,0,0,0,0,0,0,0,36921,0.3656726524,0,DEM,0,TX2020-03-03,0,0
1755,H_22,2020-03-03,GOP,Shandon Phan,770,TX,4822,0,0,0,0,0,0,0,0,0,0,0,72996,0.01054852321,0,GOP,0,TX2020-03-03,0,0
1587,H_10,2020-03-03,DEM,Shannon Hutcheson,18506,TX,4810,0,0,0,0,0,0,0,0,0,0,0,80639,0.2294919332,0,DEM,0,TX2020-03-03,0,0
1766,H_23,2020-03-03,GOP,Sharon Thomas,2500,TX,4823,0,0,0,0,0,0,0,11,0,11,0,41062,0.06088354196,0,GOP,0.0002678875846,TX2020-03-03,2.48490665,0
1605,H_18,2020-03-03,DEM,Sheila Jackson Lee,49425,TX,4818,0,0,0,0,0,0,0,0,0,0,0,64145,0.7705199158,0,DEM,0,TX2020-03-03,0,0
1653,H_30,2020-03-03,DEM,Shenita Cleveland,11065,TX,4830,0,0,0,0,0,0,0,0,0,0,0,80667,0.1371688547,0,DEM,0,TX2020-03-03,0,0
1614,H_2,2020-03-03,DEM,Sima Ladjevardian,26410,TX,4802,0,0,0,0,0,0,0,0,0,0,0,55462,0.4761818903,0,DEM,0,TX2020-03-03,0,0
1621,H_22,2020-03-03,DEM,Sri Kulkarni,34579,TX,4822,0,0,0,0,0,0,0,0,0,0,0,65179,0.5305236349,0,DEM,0,TX2020-03-03,0,0
1670,H_6,2020-03-03,DEM,Stephen Daniel,0,TX,4806,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DEM,NA,TX2020-03-03,0,0
1610,H_18,2020-03-03,DEM,Stevens Orozco,2165,TX,4818,0,0,0,0,0,0,0,0,0,0,0,64145,0.0337516564,0,DEM,0,TX2020-03-03,0,0
1768,H_24,2020-03-03,GOP,Sunny Chaparala,2778,TX,4824,0,0,0,0,0,0,0,0,0,0,0,49207,0.05645538236,0,GOP,0,TX2020-03-03,0,0
1646,H_29,2020-03-03,DEM,Sylvia Garcia,0,TX,4829,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DEM,NA,TX2020-03-03,0,0
1733,H_18,2020-03-03,GOP,T.C. Manning,1820,TX,4818,0,0,0,0,0,0,0,0,0,0,0,9732,0.1870119194,0,GOP,0,TX2020-03-03,0,0
1742,H_20,2020-03-03,GOP,Tammy Orta,1781,TX,4820,0,0,0,0,0,0,0,11,0,11,0,23157,0.0769097897,0,GOP,0.000475018353,TX2020-03-03,2.48490665,0
1658,H_31,2020-03-03,DEM,Tammy Young,9915,TX,4831,0,0,0,0,0,0,0,0,0,0,0,69259,0.1431582899,0,DEM,0,TX2020-03-03,0,0
1647,H_3,2020-03-03,DEM,Tanner Do,7414,TX,4803,0,0,0,0,0,0,0,0,0,0,0,63154,0.1173955727,0,DEM,0,TX2020-03-03,0,0
1707,H_15,2020-03-03,GOP,Tim Westley,4550,TX,4815,0,0,0,0,0,0,0,0,0,0,0,26325,0.1728395062,0,GOP,0,TX2020-03-03,0,0
1593,H_13,2020-03-03,DEM,Timothy Gassaway,3825,TX,4813,0,0,0,0,0,0,0,0,0,0,0,16572,0.2308110065,0,DEM,0,TX2020-03-03,0,0
1719,H_17,2020-03-03,GOP,Todd Kent,2362,TX,4817,0,0,0,0,0,0,0,0,0,0,0,68546,0.03445861174,0,GOP,0,TX2020-03-03,0,0
1612,H_19,2020-03-03,DEM,Tom Watson,0,TX,4819,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DEM,NA,TX2020-03-03,0,0
1615,H_2,2020-03-03,DEM,Travis Olsen,11842,TX,4802,0,0,0,0,0,0,0,0,0,0,0,55462,0.2135155602,0,DEM,0,TX2020-03-03,0,0
1784,H_30,2020-03-03,GOP,Tre Pennie,0,TX,4830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GOP,NA,TX2020-03-03,0,0
1721,H_17,2020-03-03,GOP,Trent Sutton,3657,TX,4817,0,0,0,0,0,0,0,0,0,0,0,68546,0.05335103434,0,GOP,0,TX2020-03-03,0,0
1732,H_18,2020-03-03,GOP,Truly Heiskell,638,TX,4818,0,0,0,0,0,0,0,0,0,0,0,9732,0.06555692561,0,GOP,0,TX2020-03-03,0,0
1783,H_3,2020-03-03,GOP,Van Taylor,0,TX,4803,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GOP,NA,TX2020-03-03,0,0
1736,H_19,2020-03-03,GOP,Vance Boyd,8346,TX,4819,0,0,0,0,0,0,0,0,0,0,0,79507,0.1049718893,0,GOP,0,TX2020-03-03,0,0
1703,H_13,2020-03-03,GOP,Vance Snider,3500,TX,4813,0,0,0,0,0,0,0,0,0,0,0,100546,0.03480993774,0,GOP,0,TX2020-03-03,0,0
1601,H_16,2020-03-03,DEM,Veronica Escobar,0,TX,4816,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DEM,NA,TX2020-03-03,0,0
1600,H_15,2020-03-03,DEM,Vicente Gonzalez,0,TX,4815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DEM,NA,TX2020-03-03,0,0
1731,H_18,2020-03-03,GOP,Wendell Champion,3416,TX,4818,0,0,0,0,0,0,0,0,0,0,0,9732,0.3510069873,0,GOP,0,TX2020-03-03,0,0
1620,H_21,2020-03-03,DEM,Wendy Davis,84128,TX,4821,0,0,0,0,0,0,0,11,0,11,0,97545,0.8624532267,0,DEM,0.0001127684658,TX2020-03-03,2.48490665,0
1688,H_11,2020-03-03,GOP,Wesley Virdell,7978,TX,4811,0,0,0,0,0,0,0,0,0,0,0,108354,0.07362903077,0,GOP,0,TX2020-03-03,0,0
1603,H_17,2020-03-03,DEM,William Foster,7851,TX,4817,0,0,0,0,0,0,0,0,0,0,0,45983,0.1707370115,0,DEM,0,TX2020-03-03,0,0
1797,H_35,2020-03-03,GOP,William Hayward,6226,TX,4835,0,0,0,0,0,0,0,11,0,11,0,18144,0.343143739,0,GOP,0.0006062610229,TX2020-03-03,2.48490665,0
1822,H_1,2020-06-30,GOP,Blake Moore,38880,UT,4901,0,0,1,0,1,0,1,4279,20,1453,13,125704,0.3092980335,0,GOP,0.03404028511,UT2020-06-30,8.361708289,3.044522438
1826,H_2,2020-06-30,GOP,Chris Stewart,0,UT,4902,0,0,1,0,1,0,1,14335,112,11227,107,0,1,0,GOP,Inf,UT2020-06-30,9.570529135,4.727387819
1827,H_3,2020-06-30,GOP,John Curtis,0,UT,4903,0,0,1,0,1,0,1,16156,141,11227,107,0,1,0,GOP,Inf,UT2020-06-30,9.690108671,4.955827058
1821,H_4,2020-06-30,DEM,Ben McAdams,0,UT,4904,0,0,0,0,0,0,0,15379,129,11227,107,0,1,0,DEM,Inf,UT2020-06-30,9.640823243,4.86753445
1824,H_1,2020-06-30,GOP,Bob Stevenson,36008,UT,4901,0,0,0,0,0,0,0,4279,20,1453,13,125704,0.2864507096,0,GOP,0.03404028511,UT2020-06-30,8.361708289,3.044522438
1817,H_1,2020-06-30,DEM,Darren Parry,11565,UT,4901,0,0,0,0,0,0,0,4279,20,1453,13,22706,0.5093367392,0,DEM,0.1884523914,UT2020-06-30,8.361708289,3.044522438
1820,H_3,2020-06-30,DEM,Devin Thorpe,0,UT,4903,0,0,0,0,0,0,0,16156,141,11227,107,0,1,0,DEM,Inf,UT2020-06-30,9.690108671,4.955827058
1818,H_1,2020-06-30,DEM,Jamie Cheek,11141,UT,4901,0,0,0,0,0,0,0,4279,20,1453,13,22706,0.4906632608,0,DEM,0.1884523914,UT2020-06-30,8.361708289,3.044522438
1831,H_4,2020-06-30,GOP,Jay McFarland,24035,UT,4904,0,0,0,0,0,0,0,15379,129,11227,107,111690,0.2151938401,0,GOP,0.1376936163,UT2020-06-30,9.640823243,4.86753445
