,dist,date,party,name,votes,stab,stcd,justice,tea,trump,LW_new,RW_either,RW_both,Extreme_ new,casesSum,deathsSum,casesMax,deathsMax,totVotes,voteSh,extreme,partyClean,caseSh,clust,log_cases,log_death
699,H_1,2020-06-02,GOP,Spencer Lemmons,3968,IN,1801,0,0,0,0,0,0,0,4714,269,3723,214,26905,0.1474818807,0,GOP,0.1752090689,IN2020-06-02,8.458504195,5.598421959
727,H_7,2020-06-02,GOP,Susan Smith,10516,IN,1807,0,0,0,0,0,0,0,10089,637,10089,637,24440,0.4302782324,0,GOP,0.412806874,IN2020-06-02,9.219300113,6.458338283
663,H_1,2020-06-02,DEM,Thomas McDermott,23155,IN,1801,0,0,0,0,0,0,0,4714,269,3723,214,79212,0.2923168207,0,DEM,0.05951118517,IN2020-06-02,8.458504195,5.598421959
690,H_8,2020-06-02,DEM,Thomasina Marsili,15083,IN,1808,0,0,0,0,0,0,0,1424,98,287,29,40974,0.3681114853,0,DEM,0.03475374628,IN2020-06-02,7.261927093,4.59511985
674,H_3,2020-06-02,DEM,Tommy Schrader,5563,IN,1803,0,0,0,0,0,0,0,2540,116,1719,78,34800,0.1598563218,0,DEM,0.07298850575,IN2020-06-02,7.840312983,4.762173935
732,H_9,2020-06-02,GOP,Trey Hollingsworth,0,IN,1809,0,0,0,0,0,0,0,3576,329,1144,118,0,1,0,GOP,Inf,IN2020-06-02,8.182279739,5.799092654
678,H_4,2020-06-02,DEM,Veronikka Ziol,9613,IN,1804,0,0,0,0,0,0,0,5441,252,1594,87,33465,0.2872553414,0,DEM,0.1625877783,IN2020-06-02,8.601901919,5.533389489
722,H_5,2020-06-02,GOP,Victor Wakley,464,IN,1805,0,0,0,0,0,0,0,12976,909,10089,637,86629,0.005356174029,0,GOP,0.1497881772,IN2020-06-02,9.470933839,6.8134446
664,H_1,2020-06-02,DEM,Wendell Mosby,856,IN,1801,0,0,0,0,0,0,0,4714,269,3723,214,79212,0.01080644347,0,DEM,0.05951118517,IN2020-06-02,8.458504195,5.598421959
701,H_1,2020-06-02,GOP,William Powers,6221,IN,1801,0,0,0,0,0,0,0,4714,269,3723,214,26905,0.2312209626,0,GOP,0.1752090689,IN2020-06-02,8.458504195,5.598421959
761,H_2,2020-08-04,GOP,Jake LaTurner,47163,KS,2002,0,0,1,0,1,0,1,5388,49,1457,19,95878,0.491906381,0,GOP,0.05619641628,KS2020-08-04,8.592115118,3.912023005
760,H_1,2020-08-04,GOP,Tracey Mann,64317,KS,2001,0,0,1,0,1,0,1,8625,72,2121,13,118813,0.5413296525,0,GOP,0.07259306642,KS2020-08-04,9.062536177,4.290459441
768,H_3,2020-08-04,GOP,Adrienne Vallejo Foster,18752,KS,2003,0,0,0,0,0,0,0,10104,194,5252,98,93141,0.2013291676,0,GOP,0.1084806906,KS2020-08-04,9.22078563,5.272999559
758,H_1,2020-08-04,GOP,Bill Clifford,39419,KS,2001,0,0,0,0,0,0,0,8625,72,2121,13,118813,0.3317734591,0,GOP,0.07259306642,KS2020-08-04,9.062536177,4.290459441
752,H_1,2020-08-04,DEM,Christy Cauble Davis,9768,KS,2001,0,0,0,0,0,0,0,8625,72,2121,13,26099,0.3742672133,0,DEM,0.3304724319,KS2020-08-04,9.062536177,4.290459441
763,H_2,2020-08-04,GOP,Dennis Taylor,16226,KS,2002,0,0,0,0,0,0,0,5388,49,1457,19,95878,0.169235904,0,GOP,0.05619641628,KS2020-08-04,8.592115118,3.912023005
754,H_2,2020-08-04,DEM,James Windholz,13409,KS,2002,0,0,0,0,0,0,0,5388,49,1457,19,53659,0.2498928418,0,DEM,0.1004118601,KS2020-08-04,8.592115118,3.912023005
757,H_1,2020-08-04,GOP,Jerry Molstad,9389,KS,2001,0,0,0,0,0,0,0,8625,72,2121,13,118813,0.0790233392,0,GOP,0.07259306642,KS2020-08-04,9.062536177,4.290459441
751,H_1,2020-08-04,DEM,Kali Barnett,16331,KS,2001,0,0,0,0,0,0,0,8625,72,2121,13,26099,0.6257327867,0,DEM,0.3304724319,KS2020-08-04,9.062536177,4.290459441
756,H_4,2020-08-04,DEM,Laura Lombard,0,KS,2004,0,0,0,0,0,0,0,5289,52,4506,43,0,1,0,DEM,Inf,KS2020-08-04,8.573573525,3.970291914
759,H_1,2020-08-04,GOP,Michael Soetaert,5688,KS,2001,0,0,0,0,0,0,0,8625,72,2121,13,118813,0.04787354919,0,GOP,0.07259306642,KS2020-08-04,9.062536177,4.290459441
753,H_2,2020-08-04,DEM,Michelle De La Isla,40250,KS,2002,0,0,0,0,0,0,0,5388,49,1457,19,53659,0.7501071582,0,DEM,0.1004118601,KS2020-08-04,8.592115118,3.912023005
767,H_3,2020-08-04,GOP,Mike Beehler,18038,KS,2003,0,0,0,0,0,0,0,10104,194,5252,98,93141,0.1936633706,0,GOP,0.1084806906,KS2020-08-04,9.22078563,5.272999559
769,H_4,2020-08-04,GOP,Ron Estes,0,KS,2004,0,0,0,0,0,0,0,5289,52,4506,43,0,1,0,GOP,Inf,KS2020-08-04,8.573573525,3.970291914
764,H_3,2020-08-04,GOP,Sara Hart Weir,21388,KS,2003,0,0,0,0,0,0,0,10104,194,5252,98,93141,0.2296303454,0,GOP,0.1084806906,KS2020-08-04,9.22078563,5.272999559
755,H_3,2020-08-04,DEM,Sharice Davids,0,KS,2003,0,0,0,0,0,0,0,10104,194,5252,98,0,1,0,DEM,Inf,KS2020-08-04,9.22078563,5.272999559
762,H_2,2020-08-04,GOP,Steve Watkins,32489,KS,2002,0,0,0,0,0,0,0,5388,49,1457,19,95878,0.338857715,0,GOP,0.05619641628,KS2020-08-04,8.592115118,3.912023005
765,H_3,2020-08-04,GOP,Tom Love,6400,KS,2003,0,0,0,0,0,0,0,10104,194,5252,98,93141,0.06871302649,0,GOP,0.1084806906,KS2020-08-04,9.22078563,5.272999559
779,H_2,2020-06-23,GOP,Brett Guthrie,65313,KY,2102,0,0,1,0,1,0,1,3006,72,1376,14,73693,0.8862849931,0,GOP,0.04079084852,KY2020-06-23,8.008698183,4.290459441
786,H_5,2020-06-23,GOP,Harold Rogers,76575,KY,2105,0,0,1,0,1,0,1,694,29,92,13,84011,0.9114877814,0,GOP,0.008260822987,KY2020-06-23,6.543911846,3.401197382
778,H_1,2020-06-23,GOP,James Comer,0,KY,2101,0,0,1,0,1,0,1,2707,129,510,34,0,1,0,GOP,Inf,KY2020-06-23,7.903965634,4.86753445
774,H_4,2020-06-23,DEM,Alexandra Owensby,41531,KY,2104,0,0,0,0,0,0,0,6111,299,3651,198,71088,0.5842195589,0,DEM,0.08596387576,KY2020-06-23,8.718009331,5.703782475
789,H_6,2020-06-23,GOP,Andy Barr,62706,KY,2106,0,0,0,0,0,0,0,2071,33,1307,22,69107,0.9073755191,0,GOP,0.02996802061,KY2020-06-23,7.636269603,3.526360525
788,H_6,2020-06-23,GOP,Chuck Eddy,3636,KY,2106,0,0,0,0,0,0,0,2071,33,1307,22,69107,0.05261406225,0,GOP,0.02996802061,KY2020-06-23,7.636269603,3.526360525
777,H_6,2020-06-23,DEM,Daniel Kemph,31064,KY,2106,0,0,0,0,0,0,0,2071,33,1307,22,112369,0.2764463509,0,DEM,0.01843035001,KY2020-06-23,7.636269603,3.526360525
790,H_6,2020-06-23,GOP,Geoffrey Young,2765,KY,2106,0,0,0,0,0,0,0,2071,33,1307,22,69107,0.04001041863,0,GOP,0.02996802061,KY2020-06-23,7.636269603,3.526360525
787,H_5,2020-06-23,GOP,Gerardo Serrano,7436,KY,2105,0,0,0,0,0,0,0,694,29,92,13,84011,0.08851221864,0,GOP,0.008260822987,KY2020-06-23,6.543911846,3.401197382
771,H_2,2020-06-23,DEM,Hank Linderman,0,KY,2102,0,0,0,0,0,0,0,3006,72,1376,14,0,1,0,DEM,Inf,KY2020-06-23,8.008698183,4.290459441
770,H_1,2020-06-23,DEM,James Rhodes,0,KY,2101,0,0,0,0,0,0,0,2707,129,510,34,0,1,0,DEM,Inf,KY2020-06-23,7.903965634,4.86753445
772,H_3,2020-06-23,DEM,John Yarmuth,0,KY,2103,0,0,0,0,0,0,0,3651,198,3651,198,0,1,0,DEM,Inf,KY2020-06-23,8.203030242,5.293304825
776,H_6,2020-06-23,DEM,Josh Hicks,81305,KY,2106,0,0,0,0,0,0,0,2071,33,1307,22,112369,0.7235536491,0,DEM,0.01843035001,KY2020-06-23,7.636269603,3.526360525
780,H_2,2020-06-23,GOP,Kathleen Free,8380,KY,2102,0,0,0,0,0,0,0,3006,72,1376,14,73693,0.1137150069,0,GOP,0.04079084852,KY2020-06-23,8.008698183,4.290459441
775,H_5,2020-06-23,DEM,Matthew Best,0,KY,2105,0,0,0,0,0,0,0,694,29,92,13,0,1,0,DEM,Inf,KY2020-06-23,6.543911846,3.401197382
781,H_3,2020-06-23,GOP,Mike Craven,19676,KY,2103,0,0,0,0,0,0,0,3651,198,3651,198,46757,0.4208139958,0,GOP,0.07808456488,KY2020-06-23,8.203030242,5.293304825
783,H_3,2020-06-23,GOP,Rhonda Palazzo,19806,KY,2103,0,0,0,0,0,0,0,3651,198,3651,198,46757,0.4235943281,0,GOP,0.07808456488,KY2020-06-23,8.203030242,5.293304825
773,H_4,2020-06-23,DEM,Shannon Fabert,29557,KY,2104,0,0,0,0,0,0,0,6111,299,3651,198,71088,0.4157804411,0,DEM,0.08596387576,KY2020-06-23,8.718009331,5.703782475
784,H_4,2020-06-23,GOP,Todd McMurtry,16091,KY,2104,0,0,0,0,0,0,0,6111,299,3651,198,84681,0.1900190125,0,GOP,0.07216494845,KY2020-06-23,8.718009331,5.703782475
782,H_3,2020-06-23,GOP,Waymen Eddings,7275,KY,2103,0,0,0,0,0,0,0,3651,198,3651,198,46757,0.1555916761,0,GOP,0.07808456488,KY2020-06-23,8.203030242,5.293304825
,H_5,11-03-20,GOP,Allen Guillory Sr,464,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.004478072884,0,GOP,37.80744287,,15.18095,7.028201
,H_2,11-03-20,IND,Belden Batiste,12268,LA,2202,0,0,0,0,0,0,0,5371771,1472,2042692,597,316982,0.03870251308,0,NA,16.94661211,,15.49667,7.295056
,H_4,11-03-20,GOP,Ben Gibson,19343,LA,2204,0,0,0,0,0,0,0,3143176,1124,1107537,402,306578,0.06309324218,0,GOP,10.25245125,,14.96074,7.025538
,H_3,11-03-20,LIB,Brandon LeLeux,9365,LA,2203,0,0,0,0,0,0,0,3465060,837,1019582,230,340120,0.02753439962,0,NA,10.18775726,,15.05824,6.731018
,H_3,11-03-20,DEM,Braylon Harris,60852,LA,2203,0,0,0,0,0,0,0,3465060,837,1019582,230,340120,0.1789133247,0,DEM,10.18775726,,15.05824,6.731018
,H_5,11-03-20,DEM,Candy Christophe,28255,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.272689546,0,DEM,37.80744287,,15.18095,7.028201
,H_2,11-03-20,DEM,Cedric Richmond,201636,LA,2202,0,0,0,0,0,0,0,5371771,1472,2042692,597,316982,0.6361118297,0,DEM,16.94661211,,15.49667,7.295056
,H_5,11-03-20,GOP,Chad Conerly,5497,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.05305165225,0,GOP,37.80744287,,15.18095,7.028201
,H_2,11-03-20,IND,Colby James,6254,LA,2202,0,0,0,0,0,0,0,5371771,1472,2042692,597,316982,0.01972982693,0,NA,16.94661211,,15.49667,7.295056
,H_6,11-03-20,DEM,Dartanyon Williams,95541,LA,2206,0,0,0,0,0,0,0,4871299,1319,1866439,459,373996,0.2554599514,0,DEM,13.02500294,,15.39887,7.185387
,H_2,11-03-20,GOP,David Schilling,47575,LA,2202,0,0,0,0,0,0,0,5371771,1472,2042692,597,316982,0.1500873867,0,GOP,16.94661211,,15.49667,7.295056
,H_5,11-03-20,GOP,Errol Victor,36,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.0003474366893,0,GOP,37.80744287,,15.18095,7.028201
,H_6,11-03-20,GOP,Garret Graves,265706,LA,2206,0,0,0,0,0,0,0,4871299,1319,1866439,459,373996,0.7104514487,0,GOP,13.02500294,,15.39887,7.185387
,H_2,11-03-20,DEM,Glenn Harris,33684,LA,2202,0,0,0,0,0,0,0,5371771,1472,2042692,597,316982,0.106264709,0,DEM,16.94661211,,15.49667,7.295056
,H_5,11-03-20,GOP,Horace Melton,62,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.0005983631872,0,GOP,37.80744287,,15.18095,7.028201
,H_1,11-03-20,LIB,Howard Kearney,9309,LA,2201,0,0,0,0,0,0,0,7229568,1893,2606333,597,374369,0.02486584092,0,NA,19.31134255,,15.79369,7.546446
,H_5,11-03-20,GOP,Jaycee Magnuson,131,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.001264283508,0,GOP,37.80744287,,15.18095,7.028201
,H_5,11-03-20,IND,Jim Davis,402,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.003879709697,0,NA,37.80744287,,15.18095,7.028201
,H_5,11-03-20,GOP,Julia Letlow,67203,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.6485774398,0,GOP,37.80744287,,15.18095,7.028201
,H_4,11-03-20,DEM,Kenny Houston,78157,LA,2204,0,0,0,0,0,0,0,3143176,1124,1107537,402,306578,0.2549334916,0,DEM,10.25245125,,14.96074,7.025538
,H_1,11-03-20,DEM,Lee Ann Dugas,94730,LA,2201,0,0,0,0,0,0,0,7229568,1893,2606333,597,374369,0.2530391138,0,DEM,19.31134255,,15.79369,7.546446
,H_4,11-03-20,GOP,Mike Johnson,185265,LA,2204,0,0,0,0,0,0,0,3143176,1124,1107537,402,306578,0.6042997214,0,GOP,10.25245125,,14.96074,7.025538
,H_5,11-03-20,IND,MV Mendoza,236,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.002277640519,0,NA,37.80744287,,15.18095,7.028201
,H_5,11-03-20,GOP,Richard Pannell,67,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.0006466182829,0,GOP,37.80744287,,15.18095,7.028201
,H_6,11-03-20,IND,Richard Torregano,3017,LA,2206,0,0,0,0,0,0,0,4871299,1319,1866439,459,373996,0.008066931197,0,NA,13.02500294,,15.39887,7.185387
,H_3,11-03-20,DEM,Rob Anderson,39423,LA,2203,0,0,0,0,0,0,0,3465060,837,1019582,230,340120,0.1159090909,0,DEM,10.18775726,,15.05824,6.731018
,H_5,11-03-20,GOP,Robert Lansden,929,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.008965796788,0,GOP,37.80744287,,15.18095,7.028201
,H_4,11-03-20,DEM,Ryan Trundle,23813,LA,2204,0,0,0,0,0,0,0,3143176,1124,1107537,402,306578,0.07767354474,0,DEM,10.25245125,,14.96074,7.025538
,H_5,11-03-20,GOP,Sancha Smith,334,LA,2205,0,0,0,0,0,0,0,3917456,1127,764878,168,103616,0.003223440395,0,GOP,37.80744287,,15.18095,7.028201
,H_6,11-03-20,LIB,Shannon Sloan,9732,LA,2206,0,0,0,0,0,0,0,4871299,1319,1866439,459,373996,0.02602166868,0,NA,13.02500294,,15.39887,7.185387
,H_2,11-03-20,GOP,Sheldon Vincent Sr,15565,LA,2202,0,0,0,0,0,0,0,5371771,1472,2042692,597,316982,0.0491037346,0,GOP,16.94661211,,15.49667,7.295056
,H_1,11-03-20,GOP,Steve Scalise,270330,LA,2201,0,0,0,0,0,0,0,7229568,1893,2606333,597,374369,0.7220950453,0,GOP,19.31134255,,15.79369,7.546446
893,H_1,2020-09-01,DEM,Alex Morse,58390,MA,2501,1,0,0,1,0,0,1,24591,2053,14217,1055,141827,0.4116987598,1,DEM,0.1733872958,MA2020-09-01,10.11017647,7.62754439
909,H_7,2020-09-01,DEM,Ayanna Pressley,0,MA,2507,1,0,0,1,0,0,1,62334,4199,27732,2071,0,1,0,DEM,Inf,MA2020-09-01,11.04027834,8.342839804
901,H_4,2020-09-01,DEM,Alan Khazei,14305,MA,2504,0,0,0,0,0,0,0,72469,5545,27732,2071,156029,0.09168167456,0,DEM,0.4644585301,MA2020-09-01,11.19092796,8.620832226
907,H_6,2020-09-01,DEM,Angus McQuilken,15289,MA,2506,0,0,0,0,0,0,0,46644,3311,27732,2071,158849,0.09624863864,0,DEM,0.2936373537,MA2020-09-01,10.75032102,8.105307516
904,H_4,2020-09-01,DEM,Becky Grossman,28311,MA,2504,0,0,0,0,0,0,0,72469,5545,27732,2071,156029,0.1814470387,0,DEM,0.4644585301,MA2020-09-01,11.19092796,8.620832226
903,H_4,2020-09-01,DEM,Benjamin Sigel,2437,MA,2504,0,0,0,0,0,0,0,72469,5545,27732,2071,156029,0.01561889136,0,DEM,0.4644585301,MA2020-09-01,11.19092796,8.620832226
912,H_9,2020-09-01,DEM,Bill Keating,0,MA,2509,0,0,0,0,0,0,0,21452,1567,9824,742,0,1,0,DEM,Inf,MA2020-09-01,9.973619775,7.357556201
914,H_5,2020-09-01,GOP,Caroline Colarusso,0,MA,2505,0,0,0,0,0,0,0,65501,4236,27732,2071,0,1,0,GOP,Inf,MA2020-09-01,11.08983596,8.351610751
896,H_4,2020-09-01,DEM,Christopher Zannetos,5091,MA,2504,0,0,0,0,0,0,0,72469,5545,27732,2071,156029,0.03262854982,0,DEM,0.4644585301,MA2020-09-01,11.19092796,8.620832226
899,H_4,2020-09-01,DEM,David Cavell,2472,MA,2504,0,0,0,0,0,0,0,72469,5545,27732,2071,156029,0.01584320863,0,DEM,0.4644585301,MA2020-09-01,11.19092796,8.620832226
917,H_4,2020-09-01,GOP,David Rosa,10578,MA,2504,0,0,0,0,0,0,0,72469,5545,27732,2071,28636,0.3693951669,0,GOP,2.530695628,MA2020-09-01,11.19092796,8.620832226
918,H_9,2020-09-01,GOP,Helen Brady,0,MA,2509,0,0,0,0,0,0,0,21452,1567,9824,742,0,1,0,GOP,Inf,MA2020-09-01,9.973619775,7.357556201
900,H_4,2020-09-01,DEM,Ihssane Leckey,17346,MA,2504,0,0,0,0,0,0,0,72469,5545,27732,2071,156029,0.1111716412,0,DEM,0.4644585301,MA2020-09-01,11.19092796,8.620832226
898,H_4,2020-09-01,DEM,Jake Auchincloss,34971,MA,2504,0,0,0,0,0,0,0,72469,5545,27732,2071,156029,0.2241314115,0,DEM,0.4644585301,MA2020-09-01,11.19092796,8.620832226
894,H_2,2020-09-01,DEM,James McGovern,0,MA,2502,0,0,0,0,0,0,0,34935,3025,14217,1055,0,1,0,DEM,Inf,MA2020-09-01,10.4612731,8.014996894
906,H_6,2020-09-01,DEM,Jamie Belsito,19796,MA,2506,0,0,0,0,0,0,0,46644,3311,27732,2071,158849,0.1246214959,0,DEM,0.2936373537,MA2020-09-01,10.75032102,8.105307516
902,H_4,2020-09-01,DEM,Jesse Mermell,32938,MA,2504,0,0,0,0,0,0,0,72469,5545,27732,2071,156029,0.2111017824,0,DEM,0.4644585301,MA2020-09-01,11.19092796,8.620832226
915,H_6,2020-09-01,GOP,John Paul Moran,0,MA,2506,0,0,0,0,0,0,0,46644,3311,27732,2071,0,1,0,GOP,Inf,MA2020-09-01,10.75032102,8.105307516
916,H_4,2020-09-01,GOP,Julie Hall,18058,MA,2504,0,0,0,0,0,0,0,72469,5545,27732,2071,28636,0.6306048331,0,GOP,2.530695628,MA2020-09-01,11.19092796,8.620832226
905,H_5,2020-09-01,DEM,Katherine Clark,0,MA,2505,0,0,0,0,0,0,0,65501,4236,27732,2071,0,1,0,DEM,Inf,MA2020-09-01,11.08983596,8.351610751
895,H_3,2020-09-01,DEM,Lori Trahan,0,MA,2503,0,0,0,0,0,0,0,60861,4366,27732,2071,0,1,0,DEM,Inf,MA2020-09-01,11.01636429,8.381831553
897,H_4,2020-09-01,DEM,Natalia Linos,18158,MA,2504,0,0,0,0,0,0,0,72469,5545,27732,2071,156029,0.1163758019,0,DEM,0.4644585301,MA2020-09-01,11.19092796,8.620832226
892,H_1,2020-09-01,DEM,Richard Neal,83437,MA,2501,0,0,0,0,0,0,0,24591,2053,14217,1055,141827,0.5883012402,0,DEM,0.1733872958,MA2020-09-01,10.11017647,7.62754439
910,H_8,2020-09-01,DEM,Robbie Goldstein,54774,MA,2508,0,0,0,0,0,0,0,54072,3529,23552,1110,164326,0.3333252194,0,DEM,0.3290532235,MA2020-09-01,10.89809026,8.16905315
908,H_6,2020-09-01,DEM,Seth Moulton,123764,MA,2506,0,0,0,0,0,0,0,46644,3311,27732,2071,158849,0.7791298655,0,DEM,0.2936373537,MA2020-09-01,10.75032102,8.105307516
911,H_8,2020-09-01,DEM,Stephen Lynch,109552,MA,2508,0,0,0,0,0,0,0,54072,3529,23552,1110,164326,0.6666747806,0,DEM,0.3290532235,MA2020-09-01,10.89809026,8.16905315
913,H_2,2020-09-01,GOP,Tracy Lovvorn,0,MA,2502,0,0,0,0,0,0,0,34935,3025,14217,1055,0,1,0,GOP,Inf,MA2020-09-01,10.4612731,8.014996894
856,H_1,2020-06-02,GOP,Andy Harris,0,MD,2401,0,0,1,0,1,0,1,10691,610,6401,358,0,1,0,GOP,Inf,MD2020-06-02,9.277251077,6.415096959
882,H_7,2020-06-02,GOP,Kimberly Klacik,0,MD,2407,0,0,1,0,1,0,1,14077,682,6401,358,0,1,0,GOP,Inf,MD2020-06-02,9.552368574,6.52649486
850,H_7,2020-06-02,DEM,Adrian Petrus,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
839,H_7,2020-06-02,DEM,Alicia Brown,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
813,H_1,2020-06-02,DEM,Allison Galbraith,0,MD,2401,0,0,0,0,0,0,0,10691,610,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.277251077,6.415096959
822,H_4,2020-06-02,DEM,Anthony Brown,0,MD,2404,0,0,0,0,0,0,0,20049,730,16116,552,0,1,0,DEM,Inf,MD2020-06-02,9.905984433,6.59441346
863,H_2,2020-06-02,GOP,Blaine Taylor,0,MD,2402,0,0,0,0,0,0,0,18904,911,6401,358,0,1,0,GOP,Inf,MD2020-06-02,9.847181716,6.81563999
881,H_7,2020-06-02,GOP,Brian Brown,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,GOP,Inf,MD2020-06-02,9.552368574,6.52649486
828,H_5,2020-06-02,DEM,Briana Urbina,0,MD,2405,0,0,0,0,0,0,0,22054,845,16116,552,0,1,0,DEM,Inf,MD2020-06-02,10.00129461,6.74051936
887,H_8,2020-06-02,GOP,Bridgette Cooper,0,MD,2408,0,0,0,0,0,0,0,14668,824,11771,624,0,1,0,GOP,Inf,MD2020-06-02,9.593491702,6.715383386
872,H_5,2020-06-02,GOP,Bryan Cubero,0,MD,2405,0,0,0,0,0,0,0,22054,845,16116,552,0,1,0,GOP,Inf,MD2020-06-02,10.00129461,6.74051936
864,H_3,2020-06-02,GOP,Charles Anthony,0,MD,2403,0,0,0,0,0,0,0,29781,1484,11771,624,0,1,0,GOP,Inf,MD2020-06-02,10.30165946,7.303170051
834,H_7,2020-06-02,DEM,Charles Smith,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
836,H_7,2020-06-02,DEM,Charles Stokes,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
877,H_6,2020-06-02,GOP,Chris Meyyur,0,MD,2406,0,0,0,0,0,0,0,14410,763,11771,624,0,1,0,GOP,Inf,MD2020-06-02,9.575747083,6.638567789
875,H_5,2020-06-02,GOP,Chris Palombi,0,MD,2405,0,0,0,0,0,0,0,22054,845,16116,552,0,1,0,GOP,Inf,MD2020-06-02,10.00129461,6.74051936
838,H_7,2020-06-02,DEM,Dan Baker,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
846,H_7,2020-06-02,DEM,Dan Hiegel,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
844,H_7,2020-06-02,DEM,Darryl Gonzalez,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
831,H_6,2020-06-02,DEM,David Trone,0,MD,2406,0,0,0,0,0,0,0,14410,763,11771,624,0,1,0,DEM,Inf,MD2020-06-02,9.575747083,6.638567789
876,H_5,2020-06-02,GOP,Doug Sayers,0,MD,2405,0,0,0,0,0,0,0,22054,845,16116,552,0,1,0,GOP,Inf,MD2020-06-02,10.00129461,6.74051936
818,H_2,2020-06-02,DEM,Dutch Ruppersberger,0,MD,2402,0,0,0,0,0,0,0,18904,911,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.847181716,6.81563999
870,H_4,2020-06-02,GOP,Eric Loeb,0,MD,2404,0,0,0,0,0,0,0,20049,730,16116,552,0,1,0,GOP,Inf,MD2020-06-02,9.905984433,6.59441346
833,H_7,2020-06-02,DEM,Gary Schuman,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
860,H_2,2020-06-02,GOP,Genevieve Morris,0,MD,2402,0,0,0,0,0,0,0,18904,911,6401,358,0,1,0,GOP,Inf,MD2020-06-02,9.847181716,6.81563999
871,H_4,2020-06-02,GOP,George McDermott,0,MD,2404,0,0,0,0,0,0,0,20049,730,16116,552,0,1,0,GOP,Inf,MD2020-06-02,9.905984433,6.59441346
886,H_8,2020-06-02,GOP,Gregory Coll,0,MD,2408,0,0,0,0,0,0,0,14668,824,11771,624,0,1,0,GOP,Inf,MD2020-06-02,9.593491702,6.715383386
835,H_7,2020-06-02,DEM,Harry Spikes,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
817,H_2,2020-06-02,DEM,Jake Pretot,0,MD,2402,0,0,0,0,0,0,0,18904,911,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.847181716,6.81563999
853,H_8,2020-06-02,DEM,Jamie Raskin,0,MD,2408,0,0,0,0,0,0,0,14668,824,11771,624,0,1,0,DEM,Inf,MD2020-06-02,9.593491702,6.715383386
848,H_7,2020-06-02,DEM,Jay Jalisi,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
837,H_7,2020-06-02,DEM,Jeff Woodard,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
815,H_1,2020-06-02,DEM,Jennifer Pingley,0,MD,2401,0,0,0,0,0,0,0,10691,610,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.277251077,6.415096959
840,H_7,2020-06-02,DEM,Jill Carter,0,MD,2407,0,0,0,0,0,0,0,14077,682,6401,358,0,1,0,DEM,Inf,MD2020-06-02,9.552368574,6.52649486
862,H_2,2020-06-02,GOP,Jim Simpson,0,MD,2402,0,0,0,0,0,0,0,18904,911,6401,358,0,1,0,GOP,Inf,MD2020-06-02,9.847181716,6.81563999
820,H_3,2020-06-02,DEM,John Rea,0,MD,2403,0,0,0,0,0,0,0,29781,1484,11771,624,0,1,0,DEM,Inf,MD2020-06-02,10.30165946,7.303170051
821,H_3,2020-06-02,DEM,John Sarbanes,0,MD,2403,0,0,0,0,0,0,0,29781,1484,11771,624,0,1,0,DEM,Inf,MD2020-06-02,10.30165946,7.303170051
